>> roxford5k: mAP E: 64.03, M: 48.39, H: 23.22
>> roxford5k: mP@k[1, 5, 10] E: [88.24 76.47 71.76], M: [87.14 75.43 69.86], H: [54.29 36.93 31.64]
>> rparis6k: mAP E: 79.97, M: 61.96, H: 33.31
>> rparis6k: mP@k[1, 5, 10] E: [97.14 94.57 93.29], M: [97.14 96.57 96.29], H: [85.71 80.   75.  ]
>> Train: [1][1/2000]	Time 1.258 (1.258)	Data 0.744 (0.744)	Loss 0.1419 (0.1419)
>> Val: [59][350/1691]	Time 0.034 (0.035)	Loss 0.1155 (0.1692)
>> Val: [59][360/1691]	Time 0.032 (0.035)	Loss 0.1873 (0.1693)
>> Val: [59][370/1691]	Time 0.032 (0.035)	Loss 0.1983 (0.1695)
>> Val: [59][380/1691]	Time 0.035 (0.035)	Loss 0.0685 (0.1691)
>> Val: [59][390/1691]	Time 0.029 (0.035)	Loss 0.0931 (0.1690)
>> Val: [59][400/1691]	Time 0.030 (0.034)	Loss 0.2827 (0.1690)
>> Val: [59][410/1691]	Time 0.031 (0.034)	Loss 0.2201 (0.1691)
>> Val: [59][420/1691]	Time 0.020 (0.034)	Loss 0.1140 (0.1693)
>> Val: [59][430/1691]	Time 0.030 (0.034)	Loss 0.0580 (0.1700)
>> Val: [59][440/1691]	Time 0.034 (0.034)	Loss 0.2143 (0.1703)
>> Val: [59][450/1691]	Time 0.034 (0.034)	Loss 0.1407 (0.1704)
>> Val: [59][460/1691]	Time 0.035 (0.034)	Loss 0.0993 (0.1700)
>> Val: [59][470/1691]	Time 0.027 (0.034)	Loss 0.3144 (0.1705)
>> Val: [59][480/1691]	Time 0.030 (0.034)	Loss 0.2513 (0.1708)
>> Val: [59][490/1691]	Time 0.029 (0.034)	Loss 0.0684 (0.1700)
>> Val: [59][500/1691]	Time 0.028 (0.034)	Loss 0.3304 (0.1704)
>> Val: [59][510/1691]	Time 0.034 (0.034)	Loss 0.1898 (0.1701)
>> Val: [59][520/1691]	Time 0.033 (0.034)	Loss 0.1658 (0.1701)
>> Val: [59][530/1691]	Time 0.034 (0.034)	Loss 0.1371 (0.1697)
>> Val: [59][540/1691]	Time 0.031 (0.034)	Loss 0.1758 (0.1696)
>> Val: [59][550/1691]	Time 0.032 (0.034)	Loss 0.2510 (0.1693)
>> Val: [59][560/1691]	Time 0.036 (0.034)	Loss 0.1729 (0.1692)
>> Val: [59][570/1691]	Time 0.028 (0.034)	Loss 0.1563 (0.1693)
>> Val: [59][580/1691]	Time 0.037 (0.034)	Loss 0.1401 (0.1691)
>> Val: [59][590/1691]	Time 0.031 (0.034)	Loss 0.2920 (0.1690)
>> Val: [59][600/1691]	Time 0.029 (0.034)	Loss 0.1681 (0.1686)
>> Val: [59][610/1691]	Time 0.030 (0.034)	Loss 0.2622 (0.1688)
>> Val: [59][620/1691]	Time 0.033 (0.034)	Loss 0.1113 (0.1683)
>> Val: [59][630/1691]	Time 0.033 (0.034)	Loss 0.0634 (0.1679)
>> Val: [59][640/1691]	Time 0.035 (0.034)	Loss 0.1150 (0.1678)
>> Val: [59][650/1691]	Time 0.030 (0.034)	Loss 0.1038 (0.1675)
>> Val: [59][660/1691]	Time 0.038 (0.034)	Loss 0.1996 (0.1675)
>> Val: [59][670/1691]	Time 0.032 (0.034)	Loss 0.0730 (0.1677)
>> Val: [59][680/1691]	Time 0.032 (0.034)	Loss 0.1152 (0.1680)
>> Val: [59][690/1691]	Time 0.036 (0.034)	Loss 0.1996 (0.1677)
>> Val: [59][700/1691]	Time 0.034 (0.034)	Loss 0.1804 (0.1682)
>> Val: [59][710/1691]	Time 0.031 (0.034)	Loss 0.1750 (0.1685)
>> Val: [59][720/1691]	Time 0.032 (0.034)	Loss 0.1151 (0.1682)
>> Val: [59][730/1691]	Time 0.038 (0.034)	Loss 0.1142 (0.1676)
>> Val: [59][740/1691]	Time 0.033 (0.034)	Loss 0.0757 (0.1671)
>> Val: [59][750/1691]	Time 0.035 (0.034)	Loss 0.0681 (0.1671)
>> Val: [59][760/1691]	Time 0.038 (0.034)	Loss 0.2181 (0.1675)
>> Val: [59][770/1691]	Time 0.036 (0.034)	Loss 0.1052 (0.1675)
>> Val: [59][780/1691]	Time 0.035 (0.034)	Loss 0.1347 (0.1678)
>> Val: [59][790/1691]	Time 0.033 (0.034)	Loss 0.1455 (0.1676)
>> Val: [59][800/1691]	Time 0.030 (0.034)	Loss 0.1121 (0.1674)
>> Val: [59][810/1691]	Time 0.032 (0.034)	Loss 0.3090 (0.1681)
>> Val: [59][820/1691]	Time 0.033 (0.034)	Loss 0.0646 (0.1680)
>> Val: [59][830/1691]	Time 0.039 (0.034)	Loss 0.1703 (0.1678)
>> Val: [59][840/1691]	Time 0.033 (0.034)	Loss 0.1957 (0.1678)
>> Val: [59][850/1691]	Time 0.036 (0.034)	Loss 0.0725 (0.1675)
>> Val: [59][860/1691]	Time 0.036 (0.034)	Loss 0.0950 (0.1677)
>> Val: [59][870/1691]	Time 0.032 (0.034)	Loss 0.0101 (0.1673)
>> Val: [59][880/1691]	Time 0.032 (0.034)	Loss 0.0746 (0.1671)
>> Val: [59][890/1691]	Time 0.034 (0.034)	Loss 0.1668 (0.1670)
>> Val: [59][900/1691]	Time 0.030 (0.034)	Loss 0.1469 (0.1669)
>> Val: [59][910/1691]	Time 0.032 (0.034)	Loss 0.2194 (0.1669)
>> Val: [59][920/1691]	Time 0.035 (0.034)	Loss 0.2463 (0.1670)
>> Val: [59][930/1691]	Time 0.035 (0.034)	Loss 0.1776 (0.1671)
>> Val: [59][940/1691]	Time 0.033 (0.034)	Loss 0.2771 (0.1669)
>> Val: [59][950/1691]	Time 0.027 (0.034)	Loss 0.1543 (0.1667)
>> Val: [59][960/1691]	Time 0.033 (0.034)	Loss 0.1112 (0.1665)
>> Val: [59][970/1691]	Time 0.035 (0.034)	Loss 0.1482 (0.1667)
>> Val: [59][980/1691]	Time 0.036 (0.034)	Loss 0.0920 (0.1663)
>> Val: [59][990/1691]	Time 0.030 (0.034)	Loss 0.2181 (0.1662)
>> Val: [59][1000/1691]	Time 0.034 (0.034)	Loss 0.1907 (0.1664)
>> Val: [59][1010/1691]	Time 0.038 (0.034)	Loss 0.0754 (0.1665)
>> Val: [59][1020/1691]	Time 0.034 (0.034)	Loss 0.2766 (0.1669)
>> Val: [59][1030/1691]	Time 0.028 (0.034)	Loss 0.1559 (0.1673)
>> Val: [59][1040/1691]	Time 0.032 (0.034)	Loss 0.0574 (0.1668)
>> Val: [59][1050/1691]	Time 0.034 (0.034)	Loss 0.2115 (0.1671)
>> Val: [59][1060/1691]	Time 0.032 (0.034)	Loss 0.1215 (0.1670)
>> Val: [59][1070/1691]	Time 0.030 (0.034)	Loss 0.2041 (0.1670)
>> Val: [59][1080/1691]	Time 0.036 (0.034)	Loss 0.1212 (0.1666)
>> Val: [59][1090/1691]	Time 0.035 (0.034)	Loss 0.1527 (0.1669)
>> Val: [59][1100/1691]	Time 0.038 (0.034)	Loss 0.1646 (0.1669)
>> Val: [59][1110/1691]	Time 0.036 (0.034)	Loss 0.2055 (0.1674)
>> Val: [59][1120/1691]	Time 0.030 (0.034)	Loss 0.2379 (0.1674)
>> Val: [59][1130/1691]	Time 0.029 (0.034)	Loss 0.3072 (0.1674)
>> Val: [59][1140/1691]	Time 0.036 (0.034)	Loss 0.1708 (0.1673)
>> Val: [59][1150/1691]	Time 0.036 (0.034)	Loss 0.1302 (0.1672)
>> Val: [59][1160/1691]	Time 0.032 (0.034)	Loss 0.2155 (0.1675)
>> Val: [59][1170/1691]	Time 0.037 (0.034)	Loss 0.1413 (0.1672)
>> Val: [59][1180/1691]	Time 0.034 (0.034)	Loss 0.2077 (0.1672)
>> Val: [59][1190/1691]	Time 0.034 (0.034)	Loss 0.1758 (0.1672)
>> Val: [59][1200/1691]	Time 0.035 (0.034)	Loss 0.2015 (0.1674)
>> Val: [59][1210/1691]	Time 0.030 (0.034)	Loss 0.2232 (0.1673)
>> Val: [59][1220/1691]	Time 0.026 (0.034)	Loss 0.1179 (0.1672)
>> Val: [59][1230/1691]	Time 0.033 (0.034)	Loss 0.1015 (0.1670)
>> Val: [59][1240/1691]	Time 0.029 (0.034)	Loss 0.1441 (0.1672)
>> Val: [59][1250/1691]	Time 0.035 (0.034)	Loss 0.1583 (0.1671)
>> Val: [59][1260/1691]	Time 0.035 (0.034)	Loss 0.1047 (0.1674)
>> Val: [59][1270/1691]	Time 0.036 (0.034)	Loss 0.1625 (0.1674)
>> Val: [59][1280/1691]	Time 0.034 (0.034)	Loss 0.1278 (0.1671)
>> Val: [59][1290/1691]	Time 0.030 (0.034)	Loss 0.2235 (0.1672)
>> Val: [59][1300/1691]	Time 0.033 (0.034)	Loss 0.2157 (0.1672)
>> Val: [59][1310/1691]	Time 0.034 (0.034)	Loss 0.2658 (0.1675)
>> Val: [59][1320/1691]	Time 0.031 (0.034)	Loss 0.2316 (0.1678)
>> Val: [59][1330/1691]	Time 0.032 (0.033)	Loss 0.0979 (0.1680)
>> Val: [59][1340/1691]	Time 0.032 (0.033)	Loss 0.1352 (0.1681)
>> Val: [59][1350/1691]	Time 0.029 (0.033)	Loss 0.1222 (0.1679)
>> Val: [59][1360/1691]	Time 0.030 (0.033)	Loss 0.1619 (0.1679)
>> Val: [59][1370/1691]	Time 0.032 (0.033)	Loss 0.1547 (0.1680)
>> Val: [59][1380/1691]	Time 0.032 (0.033)	Loss 0.0784 (0.1678)
>> Val: [59][1390/1691]	Time 0.032 (0.033)	Loss 0.2330 (0.1679)
>> Val: [59][1400/1691]	Time 0.038 (0.033)	Loss 0.1262 (0.1681)
>> Val: [59][1410/1691]	Time 0.029 (0.033)	Loss 0.1208 (0.1686)
>> Val: [59][1420/1691]	Time 0.034 (0.033)	Loss 0.0756 (0.1685)
>> Val: [59][1430/1691]	Time 0.034 (0.033)	Loss 0.1287 (0.1685)
>> Val: [59][1440/1691]	Time 0.035 (0.033)	Loss 0.0502 (0.1684)
>> Val: [59][1450/1691]	Time 0.035 (0.033)	Loss 0.2396 (0.1687)
>> Val: [59][1460/1691]	Time 0.033 (0.033)	Loss 0.1292 (0.1687)
>> Val: [59][1470/1691]	Time 0.035 (0.033)	Loss 0.1304 (0.1685)
>> Val: [59][1480/1691]	Time 0.037 (0.033)	Loss 0.1485 (0.1686)
>> Val: [59][1490/1691]	Time 0.035 (0.033)	Loss 0.2392 (0.1685)
>> Val: [59][1500/1691]	Time 0.031 (0.033)	Loss 0.2614 (0.1685)
>> Val: [59][1510/1691]	Time 0.033 (0.033)	Loss 0.1623 (0.1686)
>> Val: [59][1520/1691]	Time 0.038 (0.033)	Loss 0.2092 (0.1687)
>> Val: [59][1530/1691]	Time 0.034 (0.033)	Loss 0.0906 (0.1689)
>> Val: [59][1540/1691]	Time 0.035 (0.033)	Loss 0.2407 (0.1689)
>> Val: [59][1550/1691]	Time 0.029 (0.033)	Loss 0.2323 (0.1686)
>> Val: [59][1560/1691]	Time 0.035 (0.033)	Loss 0.1763 (0.1685)
>> Val: [59][1570/1691]	Time 0.043 (0.033)	Loss 0.1757 (0.1685)
>> Val: [59][1580/1691]	Time 0.038 (0.033)	Loss 0.0988 (0.1684)
>> Val: [59][1590/1691]	Time 0.031 (0.033)	Loss 0.0501 (0.1684)
>> Val: [59][1600/1691]	Time 0.037 (0.033)	Loss 0.1308 (0.1682)
>> Val: [59][1610/1691]	Time 0.033 (0.033)	Loss 0.1316 (0.1681)
>> Val: [59][1620/1691]	Time 0.030 (0.033)	Loss 0.1626 (0.1680)
>> Val: [59][1630/1691]	Time 0.036 (0.033)	Loss 0.1275 (0.1680)
>> Val: [59][1640/1691]	Time 0.033 (0.033)	Loss 0.1768 (0.1680)
>> Val: [59][1650/1691]	Time 0.036 (0.033)	Loss 0.2615 (0.1679)
>> Val: [59][1660/1691]	Time 0.025 (0.033)	Loss 0.2421 (0.1680)
>> Val: [59][1670/1691]	Time 0.031 (0.033)	Loss 0.2388 (0.1680)
>> Val: [59][1680/1691]	Time 0.027 (0.033)	Loss 0.1340 (0.1680)
>> Val: [59][1690/1691]	Time 0.036 (0.033)	Loss 0.1251 (0.1677)
>> Val: [59][1691/1691]	Time 0.037 (0.033)	Loss 0.1559 (0.1677)
>> roxford5k: mAP E: 68.78, M: 52.15, H: 24.43
>> roxford5k: mP@k[1, 5, 10] E: [86.76 81.1  74.93], M: [85.71 78.76 73.05], H: [52.86 43.43 37.14]
>> rparis6k: mAP E: 77.6, M: 60.16, H: 32.2
>> rparis6k: mP@k[1, 5, 10] E: [94.29 92.95 91.38], M: [94.29 96.57 94.71], H: [81.43 77.71 71.43]
>> Train: [60][1/2000]	Time 0.684 (0.684)	Data 0.583 (0.583)	Loss 0.0794 (0.0794)
>> Train: [60][10/2000]	Time 0.089 (0.156)	Data 0.000 (0.059)	Loss 0.1855 (0.1959)
>> Train: [60][20/2000]	Time 0.094 (0.125)	Data 0.000 (0.029)	Loss 0.1133 (0.1645)
>> Train: [60][30/2000]	Time 0.119 (0.115)	Data 0.000 (0.020)	Loss 0.1714 (0.1613)
>> Train: [60][40/2000]	Time 0.088 (0.110)	Data 0.000 (0.015)	Loss 0.1696 (0.1556)
>> Train: [60][50/2000]	Time 0.104 (0.107)	Data 0.000 (0.012)	Loss 0.1396 (0.1601)
>> Train: [60][60/2000]	Time 0.104 (0.105)	Data 0.001 (0.010)	Loss 0.2563 (0.1611)
>> Train: [60][70/2000]	Time 0.091 (0.104)	Data 0.000 (0.009)	Loss 0.2285 (0.1652)
>> Train: [60][80/2000]	Time 0.107 (0.103)	Data 0.000 (0.007)	Loss 0.1114 (0.1654)
>> Train: [60][90/2000]	Time 0.090 (0.102)	Data 0.000 (0.007)	Loss 0.1435 (0.1637)
>> Train: [60][100/2000]	Time 0.094 (0.101)	Data 0.000 (0.006)	Loss 0.1955 (0.1604)
>> Train: [60][110/2000]	Time 0.105 (0.100)	Data 0.000 (0.005)	Loss 0.2169 (0.1613)
>> Train: [60][120/2000]	Time 0.087 (0.100)	Data 0.000 (0.005)	Loss 0.2182 (0.1593)
>> Train: [60][130/2000]	Time 0.091 (0.100)	Data 0.000 (0.005)	Loss 0.1945 (0.1582)
>> Train: [60][140/2000]	Time 0.085 (0.099)	Data 0.000 (0.004)	Loss 0.1893 (0.1580)
>> Train: [60][150/2000]	Time 0.097 (0.099)	Data 0.000 (0.004)	Loss 0.2917 (0.1576)
>> Train: [60][160/2000]	Time 0.087 (0.098)	Data 0.000 (0.004)	Loss 0.0456 (0.1556)
>> Train: [60][170/2000]	Time 0.091 (0.098)	Data 0.000 (0.004)	Loss 0.1991 (0.1553)
>> Train: [60][180/2000]	Time 0.111 (0.098)	Data 0.000 (0.003)	Loss 0.0971 (0.1542)
>> Train: [60][190/2000]	Time 0.097 (0.098)	Data 0.000 (0.003)	Loss 0.0109 (0.1527)
>> Train: [60][200/2000]	Time 0.102 (0.098)	Data 0.000 (0.003)	Loss 0.3743 (0.1526)
>> Train: [60][210/2000]	Time 0.088 (0.098)	Data 0.000 (0.003)	Loss 0.2170 (0.1527)
>> Train: [60][220/2000]	Time 0.095 (0.097)	Data 0.000 (0.003)	Loss 0.0713 (0.1527)
>> Train: [60][230/2000]	Time 0.087 (0.097)	Data 0.000 (0.003)	Loss 0.1213 (0.1535)
>> Train: [60][240/2000]	Time 0.098 (0.097)	Data 0.000 (0.003)	Loss 0.0997 (0.1536)
>> Train: [60][250/2000]	Time 0.094 (0.097)	Data 0.000 (0.002)	Loss 0.0906 (0.1541)
>> Train: [60][260/2000]	Time 0.093 (0.097)	Data 0.000 (0.002)	Loss 0.1914 (0.1541)
>> Train: [60][270/2000]	Time 0.097 (0.097)	Data 0.000 (0.002)	Loss 0.0336 (0.1526)
>> Train: [60][280/2000]	Time 0.091 (0.097)	Data 0.000 (0.002)	Loss 0.2304 (0.1515)
>> Train: [60][290/2000]	Time 0.107 (0.097)	Data 0.000 (0.002)	Loss 0.1183 (0.1518)
>> Train: [60][300/2000]	Time 0.100 (0.097)	Data 0.000 (0.002)	Loss 0.1557 (0.1526)
>> Train: [60][310/2000]	Time 0.097 (0.096)	Data 0.000 (0.002)	Loss 0.1119 (0.1518)
>> Train: [60][320/2000]	Time 0.079 (0.096)	Data 0.000 (0.002)	Loss 0.0439 (0.1520)
>> Train: [60][330/2000]	Time 0.077 (0.096)	Data 0.000 (0.002)	Loss 0.3878 (0.1538)
>> Train: [60][340/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.1027 (0.1544)
>> Train: [60][350/2000]	Time 0.075 (0.096)	Data 0.000 (0.002)	Loss 0.0782 (0.1546)
>> Train: [60][360/2000]	Time 0.095 (0.096)	Data 0.000 (0.002)	Loss 0.0274 (0.1540)
>> Train: [60][370/2000]	Time 0.099 (0.096)	Data 0.000 (0.002)	Loss 0.2071 (0.1548)
>> Train: [60][380/2000]	Time 0.114 (0.096)	Data 0.000 (0.002)	Loss 0.1159 (0.1541)
>> Train: [60][390/2000]	Time 0.098 (0.096)	Data 0.000 (0.002)	Loss 0.0552 (0.1530)
>> Train: [60][400/2000]	Time 0.097 (0.096)	Data 0.000 (0.002)	Loss 0.1247 (0.1525)
>> Train: [60][410/2000]	Time 0.102 (0.096)	Data 0.000 (0.002)	Loss 0.0463 (0.1530)
>> Train: [60][420/2000]	Time 0.103 (0.096)	Data 0.000 (0.002)	Loss 0.1483 (0.1528)
>> Train: [60][430/2000]	Time 0.102 (0.096)	Data 0.000 (0.002)	Loss 0.3832 (0.1531)
>> Train: [60][440/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.0405 (0.1537)
>> Train: [60][450/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1041 (0.1533)
>> Train: [60][460/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.1222 (0.1528)
>> Train: [60][470/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.1357 (0.1519)
>> Train: [60][480/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.1041 (0.1520)
>> Train: [60][490/2000]	Time 0.102 (0.096)	Data 0.000 (0.001)	Loss 0.1791 (0.1514)
>> Train: [60][500/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.1956 (0.1513)
>> Train: [60][510/2000]	Time 0.103 (0.096)	Data 0.000 (0.001)	Loss 0.0279 (0.1512)
>> Train: [60][520/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.2600 (0.1515)
>> Train: [60][530/2000]	Time 0.099 (0.096)	Data 0.000 (0.001)	Loss 0.1174 (0.1513)
>> Train: [60][540/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.0552 (0.1517)
>> Train: [60][550/2000]	Time 0.089 (0.096)	Data 0.000 (0.001)	Loss 0.2278 (0.1529)
>> Train: [60][560/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.1214 (0.1527)
>> Train: [60][570/2000]	Time 0.092 (0.096)	Data 0.000 (0.001)	Loss 0.1308 (0.1528)
>> Train: [60][580/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1084 (0.1533)
>> Train: [60][590/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.1046 (0.1539)
>> Train: [60][600/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1394 (0.1535)
>> Train: [60][610/2000]	Time 0.099 (0.096)	Data 0.000 (0.001)	Loss 0.0623 (0.1533)
>> Train: [60][620/2000]	Time 0.094 (0.096)	Data 0.001 (0.001)	Loss 0.0987 (0.1533)
>> Train: [60][630/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1368 (0.1534)
>> Train: [60][640/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.1355 (0.1537)
>> Train: [60][650/2000]	Time 0.081 (0.096)	Data 0.000 (0.001)	Loss 0.1587 (0.1538)
>> Train: [60][660/2000]	Time 0.089 (0.096)	Data 0.000 (0.001)	Loss 0.1217 (0.1537)
>> Train: [60][670/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.0320 (0.1533)
>> Train: [60][680/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.0694 (0.1532)
>> Train: [60][690/2000]	Time 0.113 (0.096)	Data 0.000 (0.001)	Loss 0.1487 (0.1534)
>> Train: [60][700/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.1251 (0.1531)
>> Train: [60][710/2000]	Time 0.102 (0.096)	Data 0.000 (0.001)	Loss 0.2275 (0.1536)
>> Train: [60][720/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.1429 (0.1536)
>> Train: [60][730/2000]	Time 0.090 (0.096)	Data 0.000 (0.001)	Loss 0.0644 (0.1534)
>> Train: [60][740/2000]	Time 0.081 (0.096)	Data 0.000 (0.001)	Loss 0.2265 (0.1535)
>> Train: [60][750/2000]	Time 0.099 (0.096)	Data 0.000 (0.001)	Loss 0.1865 (0.1535)
>> Train: [60][760/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.2268 (0.1534)
>> Train: [60][770/2000]	Time 0.080 (0.096)	Data 0.000 (0.001)	Loss 0.2172 (0.1539)
>> Train: [60][780/2000]	Time 0.083 (0.096)	Data 0.000 (0.001)	Loss 0.0972 (0.1538)
>> Train: [60][790/2000]	Time 0.087 (0.096)	Data 0.000 (0.001)	Loss 0.1211 (0.1539)
>> Train: [60][800/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1154 (0.1545)
>> Train: [60][810/2000]	Time 0.106 (0.096)	Data 0.000 (0.001)	Loss 0.1674 (0.1542)
>> Train: [60][820/2000]	Time 0.085 (0.096)	Data 0.000 (0.001)	Loss 0.1042 (0.1543)
>> Train: [60][830/2000]	Time 0.110 (0.096)	Data 0.000 (0.001)	Loss 0.1985 (0.1542)
>> Train: [60][840/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1662 (0.1540)
>> Train: [60][850/2000]	Time 0.082 (0.095)	Data 0.000 (0.001)	Loss 0.1344 (0.1537)
>> Train: [60][860/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.4622 (0.1541)
>> Train: [60][870/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.0313 (0.1538)
>> Train: [60][880/2000]	Time 0.076 (0.095)	Data 0.000 (0.001)	Loss 0.0550 (0.1536)
>> Train: [60][890/2000]	Time 0.072 (0.095)	Data 0.000 (0.001)	Loss 0.1101 (0.1535)
>> Train: [60][900/2000]	Time 0.112 (0.095)	Data 0.000 (0.001)	Loss 0.2009 (0.1536)
>> Train: [60][910/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1329 (0.1536)
>> Train: [60][920/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.1299 (0.1535)
>> Train: [60][930/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1639 (0.1538)
>> Train: [60][940/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.1849 (0.1542)
>> Train: [60][950/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.0439 (0.1541)
>> Train: [60][960/2000]	Time 0.102 (0.096)	Data 0.000 (0.001)	Loss 0.1222 (0.1539)
>> Train: [60][970/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1110 (0.1537)
>> Train: [60][980/2000]	Time 0.102 (0.096)	Data 0.000 (0.001)	Loss 0.1193 (0.1533)
>> Train: [60][990/2000]	Time 0.103 (0.096)	Data 0.000 (0.001)	Loss 0.1865 (0.1531)
>> Train: [60][1000/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.1200 (0.1529)
>> Train: [60][1010/2000]	Time 0.089 (0.096)	Data 0.000 (0.001)	Loss 0.2525 (0.1526)
>> Train: [60][1020/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.2401 (0.1527)
>> Train: [60][1030/2000]	Time 0.099 (0.096)	Data 0.000 (0.001)	Loss 0.0684 (0.1530)
>> Train: [60][1040/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.3082 (0.1531)
>> Train: [60][1050/2000]	Time 0.088 (0.096)	Data 0.000 (0.001)	Loss 0.0313 (0.1527)
>> Train: [60][1060/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.0934 (0.1526)
>> Train: [60][1070/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.0930 (0.1524)
>> Train: [60][1080/2000]	Time 0.103 (0.096)	Data 0.000 (0.001)	Loss 0.1577 (0.1526)
>> Train: [60][1090/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.1741 (0.1527)
>> Train: [60][1100/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.2381 (0.1531)
>> Train: [60][1110/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.0947 (0.1527)
>> Train: [60][1120/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1224 (0.1529)
>> Train: [60][1130/2000]	Time 0.092 (0.096)	Data 0.000 (0.001)	Loss 0.2346 (0.1528)
>> Train: [60][1140/2000]	Time 0.086 (0.096)	Data 0.001 (0.001)	Loss 0.0693 (0.1525)
>> Train: [60][1150/2000]	Time 0.086 (0.096)	Data 0.000 (0.001)	Loss 0.0789 (0.1524)
>> Train: [60][1160/2000]	Time 0.097 (0.096)	Data 0.000 (0.001)	Loss 0.1051 (0.1524)
>> Train: [60][1170/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1470 (0.1528)
>> Train: [60][1180/2000]	Time 0.114 (0.096)	Data 0.000 (0.001)	Loss 0.0942 (0.1528)
>> Train: [60][1190/2000]	Time 0.082 (0.095)	Data 0.000 (0.001)	Loss 0.2062 (0.1529)
>> Train: [60][1200/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1422 (0.1531)
>> Train: [60][1210/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1685 (0.1530)
>> Train: [60][1220/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0598 (0.1530)
>> Train: [60][1230/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.0965 (0.1530)
>> Train: [60][1240/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.2240 (0.1529)
>> Train: [60][1250/2000]	Time 0.120 (0.095)	Data 0.000 (0.001)	Loss 0.2060 (0.1528)
>> Train: [60][1260/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.0832 (0.1529)
>> Train: [60][1270/2000]	Time 0.084 (0.095)	Data 0.000 (0.001)	Loss 0.1817 (0.1531)
>> Train: [60][1280/2000]	Time 0.076 (0.095)	Data 0.000 (0.001)	Loss 0.2248 (0.1533)
>> Train: [60][1290/2000]	Time 0.104 (0.095)	Data 0.000 (0.001)	Loss 0.2662 (0.1535)
>> Train: [60][1300/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.2357 (0.1538)
>> Train: [60][1310/2000]	Time 0.083 (0.095)	Data 0.000 (0.001)	Loss 0.0696 (0.1540)
>> Train: [60][1320/2000]	Time 0.084 (0.095)	Data 0.000 (0.001)	Loss 0.2636 (0.1541)
>> Train: [60][1330/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.0791 (0.1542)
>> Train: [60][1340/2000]	Time 0.110 (0.095)	Data 0.000 (0.001)	Loss 0.1152 (0.1544)
